Country,Year,Value,LOO,M1,M2,M4
Cyprus,2022,68.5,64.248,73.034,46,0.697
Czech Republic,2022,74.1,64.162,85.578,62,0.9394
Denmark,2022,70.7,64.214,77.841,55,0.8333
Dominican Republic,2022,63.0,64.332,61.695,24,0.3636
Ecuador,2022,54.5,64.463,46.077,7,0.1061
El Salvador,2022,61.2,64.36,58.195,19,0.2879
Estonia,2022,67.7,64.26,71.324,43,0.6515
Finland,2022,72.1,64.192,80.982,57,0.8636
France,2022,68.8,64.243,73.68,49,0.7424
Georgia,2022,66.5,64.278,68.798,40,0.6061
Germany,2022,66.3,64.282,68.382,36,0.5455
Greece,2022,66.6,64.277,69.007,41,0.6212
India,2022,74.5,64.155,86.513,64,0.9697
Indonesia,2022,64.5,64.309,64.691,29,0.4394
Ireland,2022,70.1,64.223,76.515,54,0.8182
Israel,2022,61.7,64.352,59.157,21,0.3182
Italy,2022,66.3,64.282,68.382,36,0.5455
Kenya,2022,61.5,64.355,58.771,20,0.303
Kyrgyzstan,2022,73.6,64.169,84.417,60,0.9091
Latvia,2022,66.3,64.282,68.382,36,0.5455
Lithuania,2022,63.4,64.326,62.487,25,0.3788
Luxembourg,2022,65.9,64.288,67.553,32,0.4848
Malta,2022,65.4,64.295,66.524,30,0.4545
Mexico,2022,56.5,64.432,49.544,10,0.1515
Moldova,2022,74.1,64.162,85.578,62,0.9394
Mongolia,2022,68.6,64.246,73.249,48,0.7273
Mozambique,2022,50.4,64.526,39.366,5,0.0758
Nigeria,2022,66.1,64.285,67.967,33,0.5
Norway,2022,73.1,64.177,83.264,59,0.8939
Paraguay,2022,55.4,64.449,47.621,8,0.1212
Peru,2022,59.7,64.383,55.358,16,0.2424
Poland,2022,71.1,64.208,78.732,56,0.8485
Portugal,2022,63.7,64.322,63.084,26,0.3939
Romania,2022,67.7,64.26,71.324,43,0.6515
Russia,2022,66.1,64.285,67.967,33,0.5
Serbia,2022,67.2,64.268,70.266,42,0.6364
Slovakia,2022,75.9,64.134,89.825,66,1.0
Slovenia,2022,75.7,64.137,89.348,65,0.9848
South Africa,2022,45.9,64.595,32.615,2,0.0303
Spain,2022,66.4,64.28,68.59,39,0.5909
Suriname,2022,60.8,64.366,57.431,18,0.2727
Sweden,2022,68.4,64.249,72.819,45,0.6818
Switzerland,2022,66.2,64.283,68.174,35,0.5303
Tajikistan,2022,60.5,64.371,56.862,17,0.2576
Thailand,2022,65.7,64.291,67.14,31,0.4697
Turkey,2022,55.5,64.448,47.795,9,0.1364
United States,2022,58.3,64.405,52.774,12,0.1818
Uruguay,2022,59.4,64.388,54.799,15,0.2273
Uzbekistan,2022,68.8,64.243,73.68,49,0.7424
Vietnam,2022,63.9,64.318,63.484,27,0.4091
Zambia,2022,48.5,64.555,36.438,4,0.0606
Argentina,2023,57.6,64.732,51.254,10,0.1852
Armenia,2023,72.8,64.445,82.238,47,0.8704
Austria,2023,68.8,64.521,73.363,37,0.6852
Belgium,2023,73.2,64.438,83.154,49,0.9074
Bolivia,2023,57.9,64.726,51.794,11,0.2037
Brazil,2023,48.5,64.904,36.242,2,0.037
Bulgaria,2023,60.5,64.677,56.592,16,0.2963
Colombia,2023,45.4,64.962,31.729,1,0.0185
Costa Rica,2023,53.3,64.813,43.832,5,0.0926
Croatia,2023,69.9,64.5,75.752,39,0.7222
Cyprus,2023,68.2,64.532,72.076,34,0.6296
Czech Republic,2023,74.3,64.417,85.699,52,0.963
Denmark,2023,70.1,64.496,76.191,40,0.7407
Dominican Republic,2023,61.6,64.657,58.688,19,0.3519
Ecuador,2023,55.4,64.774,47.383,7,0.1296
El Salvador,2023,60.2,64.683,56.028,15,0.2778
Estonia,2023,69.3,64.511,74.444,38,0.7037
Finland,2023,72.6,64.449,81.782,46,0.8519
France,2023,68.2,64.532,72.076,34,0.6296
Georgia,2023,65.2,64.589,65.817,23,0.4259
Greece,2023,66.6,64.562,68.702,30,0.5556
Guatemala,2023,54.8,64.785,46.354,6,0.1111
Honduras,2023,53.2,64.815,43.666,4,0.0741
Indonesia,2023,63.9,64.613,63.195,21,0.3889
Iraq,2023,70.2,64.494,76.41,41,0.7593
Ireland,2023,71.0,64.479,78.18,44,0.8148
Italy,2023,65.7,64.579,66.84,25,0.463
Kyrgyzstan,2023,72.8,64.445,82.238,47,0.8704
Latvia,2023,66.0,64.574,67.458,26,0.4815
Lithuania,2023,64.0,64.611,63.394,22,0.4074
Luxembourg,2023,66.4,64.566,68.286,28,0.5185
Malta,2023,68.2,64.532,72.076,34,0.6296
Moldova,2023,73.2,64.438,83.154,49,0.9074
Norway,2023,73.5,64.432,83.844,51,0.9444
Panama,2023,51.1,64.855,40.262,3,0.0556
Paraguay,2023,55.8,64.766,48.075,8,0.1481
Peru,2023,59.3,64.7,54.351,14,0.2593
Philippines,2023,60.7,64.674,56.971,18,0.3333
Poland,2023,71.5,64.47,79.297,45,0.8333
Portugal,2023,66.1,64.572,67.664,27,0.5
Romania,2023,70.2,64.494,76.41,41,0.7593
Russia,2023,67.0,64.555,69.538,32,0.5926
Rwanda,2023,60.6,64.675,56.781,17,0.3148
Serbia,2023,67.2,64.551,69.958,33,0.6111
Slovakia,2023,76.2,64.381,90.189,54,1.0
Slovenia,2023,75.3,64.398,88.047,53,0.9815
Spain,2023,66.6,64.562,68.702,30,0.5556
Sweden,2023,70.7,64.485,77.514,43,0.7963
Tajikistan,2023,62.0,64.649,59.459,20,0.3704
Thailand,2023,66.5,64.564,68.494,29,0.537
Turkey,2023,56.3,64.757,48.948,9,0.1667
United States,2023,58.2,64.721,52.336,12,0.2222
Uruguay,2023,59.1,64.704,53.982,13,0.2407
Uzbekistan,2023,65.5,64.583,66.43,24,0.4444
Argentina,2024,57.6,60.061,55.24,10,0.4167
Armenia,2024,72.6,59.409,88.72,24,1.0
Bolivia,2024,59.1,59.996,58.218,12,0.5
Brazil,2024,49.7,60.404,40.893,2,0.0833
Chile,2024,57.0,60.087,54.072,8,0.3333
Colombia,2024,45.6,60.583,34.323,1,0.0417
Costa Rica,2024,54.2,60.209,48.791,4,0.1667
Dominican Republic,2024,61.0,59.913,62.107,15,0.625
Ecuador,2024,54.8,60.183,49.899,6,0.25
Georgia,2024,66.1,59.691,73.197,20,0.8333
Honduras,2024,54.3,60.204,48.975,5,0.2083
Indonesia,2024,65.1,59.735,70.947,17,0.7083
Kyrgyzstan,2024,72.5,59.413,88.47,23,0.9583
Laos,2024,65.3,59.726,71.394,18,0.75
Mexico,2024,57.4,60.07,54.849,9,0.375
Pakistan,2024,66.5,59.674,74.107,21,0.875
Panama,2024,50.3,60.378,41.904,3,0.125
Paraguay,2024,55.8,60.139,51.774,7,0.2917
Peru,2024,59.9,59.961,59.839,13,0.5417
Tajikistan,2024,63.9,59.787,68.296,16,0.6667
Thailand,2024,66.7,59.665,74.564,22,0.9167
United States,2024,58.2,60.035,56.421,11,0.4583
Uruguay,2024,60.0,59.957,60.044,14,0.5833
Uzbekistan,2024,65.4,59.722,71.618,19,0.7917
