resourceIdentifier,resourceName,country,protocols,protocolSubCategories,estAnnualEmissionReductions,n_peers,loo_mean,M1,M2,M4
2891,Adjusted Water Management in Rice Cultivation In Jiangxia District,China,AMS-III.AU,ALM,59924,275,57699.98540145985,62233.738033305424,250.0,0.9090909090909091
2892,Adjusted Water Management in Rice Cultivation In Wuxue City,China,AMS-III.AU,ALM,59919,275,57700.00364963504,62223.33334328497,244.0,0.8872727272727273
2893,Liaoyuan Afforestation Project,China,AR-ACM0003,ARR,87387,66,289537.9692307692,26374.736927554823,21.0,0.3181818181818182
2894,Adjusted Water Management in Rice Cultivation In Xinzhou District,China,AMS-III.AU,ALM,59945,275,57699.90875912409,62277.447266011055,257.0,0.9345454545454546
2897,Forest Conservation in Boumba-et-Ngoko,Cameroon,VM0010,IFM,362095,1,,,,
2889,Boomitra Carbon Farming South of the Vindhyas,India,VM0042,ALM,676391,27,815442.5,561050.9445865281,23.0,0.8518518518518519
2884,Gansu Zhangye Grouped Afforestation Project,China,AR-ACM0003,ARR,376953,66,285083.1076923077,498428.56477614463,44.0,0.6666666666666666
2887,Boomitra Grassland Restoration in Northern Mexico,Mexico,VM0042,ALM,7294407,1,,,,
2882,GUANGXI FANGCHENG DISTRICT IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT,China,VM0010,IFM,94951,68,94956.97014925373,94945.03022610242,48.0,0.7058823529411765
2881,The NFC Uganda Carbon Landscapes Project,Uganda,VM0003; AR-ACM0003,ARR; IFM,74328,1,,,,
2877,Adjusted Water Management in Rice Cultivation In Huangpi District,China,AMS-III.AU,ALM,59935,275,57699.94525547445,62256.63142477902,254.0,0.9236363636363636
2878,Rio Madeira Grouped REDD+ Project,Brazil,VM0015,REDD,917817,64,344349.31746031746,2446318.3249552283,58.0,0.90625
2873,Caelus Grouped Project,Chile,VM0003,IFM,111,2,138314.0,0.08907991960322166,1.0,0.5
2874,Proventus Grouped Project,Chile,AR-ACM0003,ARR,2301,2,16864.0,313.95878795066415,1.0,0.5
2872,CRIMA PREDIO PUTUMAYO Y ANDOQUE DE ADUCHE REDD+  PROJECT,Colombia,VM0007,REDD,922896,8,1821686.4285714286,467554.1374505021,6.0,0.75
2870,Gairova REDD+ Project,Brazil,VM0015,REDD,139176,64,356708.6984126984,54301.89693212834,34.0,0.53125
2871,Green Valley Grouped REDD+ Project,Brazil,VM0015,REDD,74913,64,357728.74603174604,15687.745620817333,23.0,0.359375
2867,Sustainable Agricultural Land Management Project by Om Organic  Cotton,India,VM0017,ALM,956199,21,213785.85,4276786.922993266,21.0,1.0
2853,Yufeng Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59796,275,57700.45255474452,61967.65289852121,208.5,0.7581818181818182
2854,Hongmei Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59261,275,57702.40510948905,60861.69396815108,161.0,0.5854545454545454
2855,Zhengtongsui Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59493,275,57701.55839416059,61340.05991349776,185.0,0.6727272727272727
2856,Wudao Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,58633,275,57704.69708029197,59576.236648751605,128.0,0.46545454545454545
2857,Integrated REDD+ Project in Zambia,Zambia,VM0015,REDD,3010753,4,3459097.3333333335,2620519.966194167,3.0,0.75
2847,JinNa Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59346,275,57702.09489051095,61036.739180489974,171.0,0.6218181818181818
2849,Bohui Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59877,275,57700.15693430657,62135.9684182822,228.0,0.8290909090909091
2850,Chishui Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59267,275,57702.38321167883,60874.04182448156,162.0,0.5890909090909091
2851,Xihuai Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59700,275,57700.80291970803,61768.46455602207,202.0,0.7345454545454545
2852,Xinjiang Burqin Improved Grassland Management Project,China,VM0026,ALM,271847,40,387698.58974358975,190614.03204452043,16.0,0.4
2843,QianJin Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,58959,275,57703.50729927007,60241.80927116665,141.0,0.5127272727272727
2845,QiDa Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59352,275,57702.07299270073,61049.10484664241,172.5,0.6272727272727273
2842,BlueMX Atzlan Blue Carbon Project,Mexico,VM0033,ARR; WRC,307306,3,54573.5,1730454.8477924268,3.0,1.0
2833,Grouped Reforestation Project by Cropzone Agro Forestry Private Limited,India,AR-ACM0003,ARR,10673,56,220361.92727272728,516.935617734989,12.0,0.21428571428571427
2834,"Mangrove Restoration Project with Sine Saloum and Casamance communities, Senegal",Senegal,AR-AM0014,ARR; WRC,49249,1,,,,
2791,CONSERVATION OF NATIVE FOREST IN THE BIODIVERSITY HOTSPOT OF PAPUA NEW GUINEA,Papua New Guinea,VM0015,REDD,1134215,3,14056352.0,91520.45041451722,1.0,0.3333333333333333
2792,Restoration of Degraded Mangroves and Sustainable Development in Myanmar,Myanmar,AR-AM0014,ARR,70285,2,322622.0,15311.978801817608,1.0,0.5
2790,The ARR Cerrado Carbon Project,Brazil,AR-ACM0003,ARR,6840106,22,237953.19047619047,196622915.6146469,22.0,1.0
2769,Adjusted Water Management in Rice Cultivation in Pinghu City,China,AMS-III.AU,ALM,59927,275,57699.97445255474,62239.98126642139,251.0,0.9127272727272727
2770,Yulin Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59922,275,57699.99270072993,62229.576052521355,247.0,0.8981818181818182
2771,Futong Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59943,275,57699.91605839416,62273.283818361255,255.5,0.9290909090909091
2765,"IMPROVED FOREST MANAGEMENT THROUGH LOGGED-TO-PROTECTED FORESTS AND REDUCED IMPACT LOGGING IN UFA NGOMBÉ, REPUBLIC OF CONGO",Congo,VM0010,IFM,413560,2,2657020.0,64369.81038908251,1.0,0.5
2760,REDD+ Project in Oro Province of Papua New Guinea,Papua New Guinea,VM0015,REDD,8099752,3,10573583.5,6204706.518041305,2.0,0.6666666666666666
2750,Saving Colombia's Cloud Forest,Colombia,AR-ACM0003,ARR,7920,13,37506.083333333336,1672.4326942518212,3.0,0.23076923076923078
2748,Zhangye Improved Grassland Management Project,China,VM0026,ALM,736006,40,375797.07692307694,1441482.2927078893,36.0,0.9
2744,The Paraguayan Chaco Neem Reforestation Project,Paraguay,AR-AMS0007,ARR,12211,2,4500.0,33135.22688888889,2.0,1.0
2745,Wuwei City Afforestation Project in Gansu Province,China,AR-ACM0003,ARR,63352,66,289907.73846153845,13843.976450226632,15.0,0.22727272727272727
2743,Guizhou Xingren Afforestation Project,China,AR-ACM0003,ARR,93476,66,289444.2923076923,30188.06315486562,23.0,0.3484848484848485
2733,Yunnan shizong Afforestation Project,China,AR-ACM0003,ARR,65512,66,289874.5076923077,14805.79364555792,17.0,0.25757575757575757
2729,Guizhou Xingren IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,18460,68,96098.62686567164,3546.061074070669,3.0,0.04411764705882353
2730,Guangxi Luchuan IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,215680,68,93155.04477611941,499359.5624562998,59.0,0.8676470588235294
2727,Guangxi Dahua IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,63650,68,95424.14925373135,42455.94570853963,39.0,0.5735294117647058
2724,Sichuan Yanting IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,19324,68,96085.73134328358,3886.289574733012,4.0,0.058823529411764705
2723,CONDOTO REDD+,Colombia,VM0007,REDD,249943,8,1917822.5714285714,32574.182919572926,3.0,0.375
2721,Chongqing Pengshui IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,19976,68,96076.0,4153.384570548316,5.0,0.07352941176470588
2722,Inner Mongolia Alongshan Improved Forest Management Project,China,VM0010,IFM,341879,68,91271.4776119403,1280589.0043540765,65.0,0.9558823529411765
2719,Hubei jianshi IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,53239,68,95579.53731343284,29654.790143053477,30.0,0.4411764705882353
2715,Inner Mongolia Arxan Improved Forest Management Project,China,VM0010,IFM,372397,68,90815.98507462686,1527038.7200561871,66.0,0.9705882352941176
2710,"Soil carbon improvement Project through Grassland Management, in South Africa",South Africa,VM0026,ALM,254936,1,,,,
2709,Juruena River REDD+ Project,Brazil,VM0015,REDD,100588,64,357321.20634920633,28316.107648287285,29.0,0.453125
2698,Liaoning Kangping IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,27672,68,95961.13432835821,7979.68458125771,12.0,0.17647058823529413
2699,Yunnan Shizong IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,67903,68,95360.67164179105,48351.352078558,40.0,0.5882352941176471
2694,Fujian Dehua IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,42923,68,95733.50746268657,19244.92247103862,24.0,0.35294117647058826
2674,Inner Mongolia Moerdaoga Improved Forest Management Project,China,VM0010,IFM,433518,68,89903.73134328358,2090434.440439276,68.0,1.0
2661,Jilin Longjing IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,20952,68,96061.4328358209,4569.849637265705,6.0,0.08823529411764706
2652,HENAN YIYANG AFFORESTATION PROJECT,China,AR-ACM0003,ARR,281673,66,286548.95384615386,276880.0160114942,34.0,0.5151515151515151
2651,HENAN SONGXIAN AFFORESTATION PROJECT,China,AR-ACM0003,ARR,476777,66,283547.3538461538,801687.2830784254,52.0,0.7878787878787878
2650,ecoTrees AG – Paulownia Tree Plantation Management in Romania to Sell Wood Production and the Carbon Offsets,Romania,Methodology Under Development,ARR,24375,1,,,,
2647,Reforestation grouped project Norteak Nicaragua,Nicaragua,AR-ACM0003,ARR,6357,3,14725.5,2744.317612305185,2.0,0.6666666666666666
2640,Great British Sustainable Farming Project,United Kingdom,VM0042,ALM,107209,2,466.0,24664741.80472103,2.0,1.0
2637,Yunnan Jinping IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,30650,68,95916.68656716419,9794.15087845204,16.0,0.23529411764705882
2638,Hubei Xingshan IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,53557,68,95574.79104477612,30011.598431391776,31.0,0.45588235294117646
2629,Adjusted Water Management in Rice Cultivation in South Jiangjin District,China,AMS-III.AU,ALM,53462,275,57723.56934306569,49515.0503776557,23.0,0.08363636363636363
2630,Adjusted Water Management in Rice Cultivation in Yongchuan District,China,AMS-III.AU,ALM,53345,275,57723.99635036496,49298.198408295204,20.0,0.07272727272727272
2631,Adjusted Water Management in Rice Cultivation in Dazu District,China,AMS-III.AU,ALM,58902,275,57703.71532846715,60125.168444542214,139.0,0.5054545454545455
2632,Adjusted Water Management in Rice Cultivation in Eastern Hechuan District,China,AMS-III.AU,ALM,52673,275,57726.448905109486,48061.93662736161,19.0,0.06909090909090909
2633,Adjusted Water Management in Rice Cultivation in Nanchuan District,China,AMS-III.AU,ALM,59331,275,57702.1496350365,61005.83051523906,169.0,0.6145454545454545
2634,Adjusted Water Management in Rice Cultivation in Tongnan District,China,AMS-III.AU,ALM,59868,275,57700.189781021894,62117.25537822872,222.5,0.8090909090909091
2626,Xiping Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59625,275,57701.07664233576,61613.072612783166,194.0,0.7054545454545454
2627,Xing’anwang Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59290,275,57702.299270072996,60921.38691990034,167.0,0.6072727272727273
2628,Yansiyin Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59188,275,57702.67153284672,60711.562410170634,155.5,0.5654545454545454
2622,Huiluo Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59785,275,57700.49270072993,61944.81290720044,207.0,0.7527272727272727
2623,Komaza Smallholder Farmer Forestry Kenya,Kenya,AR-AMS0007,ARR,286630,2,93619.0,877564.9910808704,2.0,1.0
2621,YUNNAN DAYAO IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT,China,VM0010,IFM,53799,68,95571.17910447762,30284.573530645048,32.0,0.47058823529411764
2619,Tombwe Smallholder Reforestation Project,Zambia,AR-ACM0003,ARR,56657,2,216044.0,14858.15689859473,1.0,0.5
2620,Ribeirinho REDD+ Project,Brazil,VM0015,REDD,1521662,64,334764.4761904762,6916669.500280367,61.0,0.953125
2618,COMACO Landscape Management Project - West,Zambia,VM0015; VM0017,ALM; REDD,147925,2,224504.0,97467.33076025371,1.0,0.5
2610,Unitán afforestation and reforestation of grazing lands project,Argentina,AR-ACM0003,ARR,7468,3,22803.0,2445.7757312634303,1.0,0.3333333333333333
2611,CORAZÓN VERDE DEL CHACO PROJECT,Paraguay,VM0007,REDD,1272472,7,690851.1666666666,2343753.7184695113,6.0,0.8571428571428571
2609,KUAMUT RAINFOREST CONSERVATION PROJECT,Malaysia,VM0010,IFM,543049,1,,,,
2606,Fujian Qingliu IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,101521,68,94858.9104477612,108650.97851483121,49.0,0.7205882352941176
2598,"Experimental regeneration of diverse forests on abandoned pastures in Panguana, Peru",Peru,AR-AMS0007,ARR,9940,3,37995.0,2600.4368995920518,1.0,0.3333333333333333
2590,REGENERATIVE AGRICULTURE IN RICE-WHEAT-MAIZE SYSTEM FOR INCOME GENERATION,India,VM0042,ALM,4267622,27,677318.2307692308,26889277.015620768,24.0,0.8888888888888888
2584,"Grouped Reforestation Project in Indore, India",India,AR-AMS0007; AR-ACM0003,ARR,5597,1,,,,
2586,413 REDD Project,Brazil,VM0007,REDD,1465769,38,727038.5675675676,2955109.752360325,34.0,0.8947368421052632
2587,Zero Carbon Aripuanã River Valley REDD Project 1,Brazil,VM0007,REDD,456864,38,754306.2702702703,276710.83049755543,23.0,0.6052631578947368
2578,PANAMA FORESTS CONSERVATION PROJECT REDUCTION OF GHG EMISSIONS THROUGH DEFORESTATION AND AVOIDED DEGRADATION.  -Alliance of Indigenous Peoples and Rural Communities of Panama-,Panama,VM0015,REDD,1398681,2,17170.0,113937596.95754223,2.0,1.0
2577,Establishing a Rubber Cultivation Project with Community Engagement in the Eastern & Uva Provinces of Sri Lanka,Sri Lanka,AR-ACM0003,ARR,58510,1,,,,
2576,Montes del Este afforestation through high quality timber in degraded grasslands,Uruguay,AR-ACM0003,ARR,38000,9,5048.875,286004.3078903716,9.0,1.0
2570,Henan Tongbai and Zhenping Afforestation Project,China,AR-ACM0003,ARR,339387,66,285661.04615384614,403217.5101220015,40.0,0.6060606060606061
2568,Hainan Lingshui Mangrove Blue Carbon Project,China,AR-AM0014,ARR,2527,2,4020.0,1588.4898009950248,1.0,0.5
2569,Sichuan Yingjing IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,27057,68,95970.31343283581,7628.205252370486,10.0,0.14705882352941177
2566,The Serra do Amolar REDD+ Project,Brazil,VM0015,REDD,90592,64,357479.873015873,22957.685406908466,27.0,0.421875
2565,Yunnan Qiubei Afforestation Project,China,AR-ACM0003,ARR,135706,66,288794.6,63768.91547141117,27.0,0.4090909090909091
2558,ABC Norte REDD Project,Brazil,VM0015,REDD,1004626,64,342971.3968253968,2942733.444298886,60.0,0.9375
2556,Southern Paraguay Sustainable Afforestation Project,Paraguay,AR-ACM0003,ARR,170514,7,54338.0,535077.1871618389,6.0,0.8571428571428571
2555,"Improving rural livelihood through agroforestry practices in Punjab, India- II",India,AR-ACM0003,ARR,1571328,56,191986.3818181818,12860660.533320025,54.0,0.9642857142857143
2554,CNG AgriCarbon Rewards Programme,South Africa,VM0042,ALM,23161,5,276503.25,1940.0564767321903,1.0,0.2
2553,Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil,Brazil,AR-ACM0003,ARR,7666,22,563307.4761904762,104.32589391043054,6.0,0.2727272727272727
2552,"Improving rural livelihood through agroforestry practices in Punjab, India- I",India,AR-ACM0003,ARR,1098123,56,200590.1090909091,6011633.019165904,53.0,0.9464285714285714
2551,BRAZILIAN AMAZON APD GROUPED PROJECT,Brazil,VM0007,REDD,812538,38,744693.4594594594,886563.4484331628,28.0,0.7368421052631579
2547,ACAP Albania Vjosë-Nartë A/R project,Albania,AR-ACM0003,ARR,30,1,,,,
2539,EVERGREEN REDD+ PROJECT,Brazil,VM0007,REDD,1566547,38,724314.8378378379,3388125.4048787355,35.0,0.9210526315789473
2538,Pendjari and W-Benin National Parks REDD+ Project,Benin,VM0009,REDD,228923,1,,,,
2534,Planting hybrid coconuts in Palawan,Philippines,VM0047,ARR,210000,6,220980.6,199565.0296903891,4.0,0.6666666666666666
2531,Grouped project for reforestation on degraded and non-forest lands,India,AR-AMS0003; AR-AMS0007; AR-ACM0003; AR-AM0014,ARR,36000,1,,,,
2532,Cumare carbon project,Colombia,AR-ACM0003,ARR,29180,13,35734.416666666664,23827.79626550501,8.0,0.6153846153846154
2526,Clean Air and Healthy Soil,India,VM0017,ALM,110812,21,256055.2,47955.672620591184,11.0,0.5238095238095238
2518,"Carbon sequestration in mangroves of the south – central coastal zone of the state of Sinaloa, México",Mexico,VM0007,REDD,3123836,1,,,,
2512,"AFFORESTATION OF DEGRADED GRASSLANDS IN VICHADA, COLOMBIA",Colombia,AR-ACM0003,ARR,139489,13,26542.0,733071.4008364102,13.0,1.0
2515,Sustainable Agricultural Land Management Grouped Project in India,India,VM0017,ALM,4099,21,261390.85,64.27845886724803,1.0,0.047619047619047616
2510,"CHINKO CONSERVATION AREA REDD+ PROJECT, CENTRAL AFRICAN REPUBLIC",Central African Republic,VM0009,REDD,398553,1,,,,
2504,Adjusted Water Management in Rice Cultivation in Xuanzhou District,China,AMS-III.AU,ALM,58064,275,57706.77372262774,58423.43764018139,94.0,0.3418181818181818
2506,Adjusted Water Management in Rice Cultivation In Northern Lujiang County,China,AMS-III.AU,ALM,59282,275,57702.32846715328,60904.91696536175,165.0,0.6
2507,Adjusted Water Management in Rice Cultivation In Southern Lujiang County,China,AMS-III.AU,ALM,59043,275,57703.200729927004,60413.90780584538,145.0,0.5272727272727272
2508,UNITOR REDD+ PROJECT,Brazil,VM0015,REDD,522923,64,350617.4761904762,779905.402605906,50.0,0.78125
2502,TAHUAMANU AMAZON REDD PROJECT,Peru,VM0006,REDD,1575108,4,1620406.0,1531076.2930179227,3.0,0.75
2500,BONOS DEL JAGUAR AZUL,Mexico,VM0033,ARR; WRC,48518,3,183967.5,12795.718395912321,1.0,0.3333333333333333
2498,Afforestation of degraded grasslands in Caazapa and Guairá,Paraguay,AR-ACM0003,ARR,204819,7,48620.5,862821.7060910522,7.0,1.0
2496,IMPACT REFORESTATION IN THE CHACO PROJECT,Paraguay,AR-ACM0003,ARR,254,7,82714.66666666667,0.7799825907537559,1.0,0.14285714285714285
2497,"TIST Program in Uganda, VCS-CCB 011",Uganda,AR-ACM0003,ARR,121978,6,168391.8,88357.22691960061,4.0,0.6666666666666666
2485,Agri-SMART: Sustaining a resilient and inclusive development in Zambezia,Mozambique,VM0017,ALM,163,1,,,,
2483,Tavolo Community Forest Conservation Project,Papua New Guinea,VM0007,REDD,54532,1,,,,
2479,Mahogany Plantation in India,India,AR-ACM0003,ARR,8446,56,220402.41818181818,323.65759227357097,9.0,0.16071428571428573
2481,Generation Forest Group Project,Panama,AR-ACM0003,ARR,27000,2,14.0,52071428.571428575,2.0,1.0
2482,Boa Fé REDD Project,Brazil,VM0015,REDD,1601653,64,333494.77777777775,7692151.431883492,62.0,0.96875
2476,Huaining Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,58041,275,57706.857664233576,58377.07713355425,92.0,0.33454545454545453
2477,Wanfan Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59986,275,57699.75912408759,62362.82872969273,263.0,0.9563636363636364
2474,Fujian Shunchang IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,23176,68,96028.23880597015,5593.427336361879,8.0,0.11764705882352941
2471,Agroforestry and reforestation with small-scale farmers in Uganda,Uganda,AR-AMS0007,ARR,1214,2,83340.0,17.68413726901848,1.0,0.5
2469,Afforestation and restoration of degraded forests in Eastern Paraguay or Forestal Azul Carbon Project,Paraguay,AR-ACM0003,ARR,14248,7,80382.33333333333,2525.4990192704036,3.0,0.42857142857142855
2465,Avoided Conversion Cerrado,Brazil,VM0009,ACoGS,100000,1,,,,
2459,NAYA REDD+,Colombia,VM0007,REDD,307252,8,1909635.5714285714,49435.501158672836,4.0,0.5
2458,Guoluo Grassland Sustainable Management Project,China,VM0026,ARR,456953,1,,,,
2451,Shanxi Loufan Afforestation Project,China,AR-ACM0003,ARR,163968,66,288359.8,93235.96778746552,30.0,0.45454545454545453
2420,Zhangjiakou Zhuolu County 2017 Afforestation Project,China,AR-ACM0003,ARR,24358,66,290507.6461538462,2042.3289089120756,8.0,0.12121212121212122
2418,Gansu Lanzhou Afforestation Project,China,AR-ACM0003,ARR,117640,66,289072.53846153844,47874.383618910666,25.0,0.3787878787878788
2413,Zhangjiakou Zhangbei County 2017 Afforestation Project,China,AR-ACM0003,ARR,145879,66,288638.09230769234,73727.90774377239,28.0,0.42424242424242425
2412,Mindanao Tree Planting Program for our Climate and Communities (MinTrees),Philippines,AR-ACM0003,ARR,33015,2,315067.0,3459.550587652785,1.0,0.5
2411,Bosques del Uruguay II (BDU II) Afforestation through High Quality Timber in Grasslands Project,Uruguay,AR-ACM0003,ARR,4066,9,9290.625,1779.466505213589,5.0,0.5555555555555556
2410,"REFORESTATION OF DEGRADED FOREST RESERVE AREAS IN GHANA, WEST AFRICA",Ghana,AR-ACM0003,ARR,46229,5,84794.25,25203.60096350873,3.0,0.6
2408,Baoxing Afforestation Project,China,AR-ACM0003,ARR,156954,66,288467.7076923077,85397.97509077271,29.0,0.4393939393939394
2406,SENEGAL AND WEST AFRICA MANGROVE PROGRAMME (SWAMP),Senegal,VM0007,,2547,1,,,,
2407,Niokolo Koba REDD+ Project,Senegal,VM0015,,25054,1,,,,
2405,Gansu Dingxi Afforestation Project,China,AR-ACM0003,ARR; IFM,706810,2,239836.0,2083008.2894144333,2.0,1.0
2403,Riau Ecosystem Restoration Carbon Project,Indonesia,VM0007,REDD; WRC,6870411,8,1881985.2857142857,25081252.05187554,7.0,0.875
2404,Reforestation of degraded land by MTPL in India,India,AR-ACM0001,ARR,146998,1,,,,
2401,Reforestation of Degraded Lands in Sierra Leone,Sierra Leone,AR-AM0003,ARR,126297,1,,,,
2395,OKI REDD+ Project,Indonesia,AM0014; VM0007; AR-ACM0003,ARR,379466,1,,,,
2396,Adjusted Water Management in Rice Cultivation in Nanling County,China,AMS-III.AU,ALM,53558,275,57723.21897810219,49693.336837091076,27.0,0.09818181818181818
2397,Adjusted Water Management in Rice Cultivation in Chizhou City,China,AMS-III.AU,ALM,53539,275,57723.288321167885,49658.02545848457,26.0,0.09454545454545454
2398,Qiantai Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,53512,275,57723.38686131387,49607.86779334212,25.0,0.09090909090909091
2399,Adjusted Water Management in Rice Cultivation in Wangjiang County and Susong County,China,AMS-III.AU,ALM,53562,275,57723.20437956204,49700.772416158215,28.0,0.10181818181818182
2391,Gansu Tianshui Afforestation Project,China,AR-ACM0003,ARR,342003,66,285620.8,409515.17539688986,41.0,0.6212121212121212
2392,REDD + in the Forests of the Otún River Basin,Colombia,VM0015,REDD,30874,13,507915.25,1876.6986736468339,4.0,0.3076923076923077
2387,Liugui Afforestation Project,China,AR-ACM0003,ARR,878138,66,277372.56923076924,2780110.337451704,66.0,1.0
2386,Rotunda Forest Carbon Project,Romania,VM0012,IFM,5662,4,24220.0,1323.6269199009084,1.0,0.25
2385,Carbon fixation project associated with LtPF conservation scenario of riparian strip enlargement,Canada,VM0012,IFM,7223,6,198418.0,262.93848844358877,1.0,0.16666666666666666
2382,Niger Acacia Senegal Plantation Project,Niger,AR-ACM0003,ARR,24957,2,24957.0,24957.0,1.5,0.75
2378,Miaoling Afforestation Project,China,AR-ACM0003,ARR,458449,66,283829.3230769231,740499.5485404392,49.0,0.7424242424242424
2379,Huadu Afforestation Project,China,AR-ACM0003,ARR,702405,66,280076.1538461539,1761566.5498463328,61.0,0.9242424242424242
2376,Jilin Lushuihe Afforestation Project,China,AR-ACM0003,ARR,716922,66,279852.8153846154,1836598.1181129662,64.0,0.9696969696969697
2377,Jilin Wangou Afforestation Project,China,AR-ACM0003,ARR,558918,66,282283.6461538462,1106650.4736648684,57.0,0.8636363636363636
2374,Jilin Quanyang Afforestation Project,China,AR-ACM0003,ARR,435091,66,284188.6769230769,666121.4666629386,47.0,0.7121212121212122
2375,Jilin Sanchazi Afforestation Project,China,AR-ACM0003,ARR,10576,66,290719.6769230769,384.7409889272664,5.0,0.07575757575757576
2373,Yellow Ipê Grouped REDD Project,Brazil,VM0015,REDD,540179,64,350343.5714285714,832877.7115880126,52.0,0.8125
2369,Forestal Apepu Carbon Project,Paraguay,AR-ACM0003,ARR,12902,7,80606.66666666667,2065.1096352659,2.0,0.2857142857142857
2370,Zhangye City Afforestation Project in Gansu Province,China,AR-ACM0003,ARR,238392,66,287214.8153846154,197868.43372928642,31.0,0.4696969696969697
2367,"Afforestation in Eucalyptus and Acacia plantations for Burapha Agroforestry Co., Ltd.",Lao,AR-ACM0003,ARR,44946,3,39178.5,51562.53853516597,3.0,1.0
2365,Integrated Project for Reforestation and Agroforestry on Degraded lands in Nicaragua,Nicaragua,AR-ACM0003,ARR,29287,3,3260.5,263066.51403159025,3.0,1.0
2363,CONSERVATION OF MIOMBOS IN TARU  KENYA REDD+,Kenya,VM0009,REDD,16225,4,937951.3333333334,280.6655480348305,1.0,0.25
2362,Adjusted Water Management in Rice Cultivation in Tongcheng City,China,AMS-III.AU,ALM,53501,275,57723.42700729927,49587.44047954824,24.0,0.08727272727272728
2361,Afforestation in cooperation with local landowners for Forestal San Pedro S.A,Paraguay,AR-ACM0003,ARR,45549,7,75165.5,27601.91046424224,4.0,0.5714285714285714
2360,Virginia Coast Reserve Seagrass Restoration Project,United States,VM0033,WRC,1349,1,,,,
2359,Serra do Sudeste Landscape Restoration and Reforestation Project,Brazil,AR-AMS0007,ARR,8152,5,2263.0,29365.93194874061,5.0,1.0
2356,REDD+ CONSERVATION OF ETHNO SUSTAINABLE AFRO-COLOMBIAN COMMUNITY IN THE TROPICAL RAIN FOREST OF COLOMBIA,Colombia,VM0015,REDD,66000,13,504988.0833333333,8625.946123811173,5.0,0.38461538461538464
2346,Afforestation project by Cropcity Agrovet Pvt. Ltd. Mahogany trees,India,AR-AMS0007,ARR,11261,13,22161.666666666668,5722.0480258704965,9.0,0.6923076923076923
2345,Green Gold Loreto 1,Peru,VM0010,IFM,490291,5,433315.0,554758.6967471701,3.0,0.6
2343,Zhanjiang Mangrove Afforestation Project,China,AR-AM0014,ARR,4020,2,2527.0,6395.092995647013,2.0,1.0
2338,"TIST Program in Kenya, VCS-CCB 010",Kenya,AR-AMS0007,ARR,93619,2,286630.0,30577.808188256637,1.0,0.5
2339,"TIST Program in Uganda, VCS-CCB 010",Uganda,AR-AMS0007,ARR,83340,2,1214.0,5721215.4859967055,2.0,1.0
2330,Protection of mangroves and community developmental activities in the biodiversity hotspot of Colombia,Colombia,VM0015,REDD,246441,13,489951.3333333333,123957.5491463778,7.0,0.5384615384615384
2326,Guangxi Jinxiu IFM (conversion  of  logged  to  protected  forest)  Project,China,VM0010,IFM,58501,68,95501.0,35835.928430068794,36.0,0.5294117647058824
2327,Guangxi Huanjiang IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,53992,68,95568.29850746269,30503.170083878435,33.0,0.4852941176470588
2324,COMMUNITY BASED AVOIDED DEFORESTATION PROJECT IN GUINEA-BISSAU - REDD,Guinea-Bissau,VM0007,REDD,920436,1,,,,
